"tourney_id","tourney_name","winner_ioc","winner_age","score","minutes"
"2011-540","Wimbledon","CAN",26.73,"6-2 6-2 6-3",100
"2011-540","Wimbledon","IRL",29.75,"6-3 7-6(5) 6-4",149
"2011-540","Wimbledon","FRA",27.56,"6-4 4-6 7-6(3) 6-2",177
"2011-540","Wimbledon","FRA",24.06,"3-6 7-6(5) 6-7(2) 7-6(7) 6-2",216
"2011-540","Wimbledon","GER",20.7,"6-3 7-5 1-6 4-6 7-5",206
"2011-540","Wimbledon","BEL",23.43,"7-6(4) 6-3 6-2",191
"2011-540","Wimbledon","SVK",23.63,"6-4 4-6 6-2 6-4",192
"2011-540","Wimbledon","ESP",25.05,"6-4 6-2 6-2",118
"2011-540","Wimbledon","USA",23.93,"3-6 4-6 6-1 7-6(1) 6-1",224
"2011-540","Wimbledon","LUX",28.11,"7-6(5) 7-6(3) 3-6 6-3",162
"2011-540","Wimbledon","CAN",20.48,"6-3 7-6(3) 6-3",96
"2011-540","Wimbledon","ARG",22.74,"6-1 6-4 6-3",99
"2011-540","Wimbledon","BEL",30.42,"6-7(6) 3-6 6-3 6-1 6-4",189
"2011-540","Wimbledon","ISR",26.21,"6-4 6-1 6-4",112
"2011-540","Wimbledon","FRA",26.48,"4-6 6-4 6-3 7-6(3)",179
"2011-540","Wimbledon","USA",29.53,"7-6(3) 7-6(5) 6-4",142
"2011-540","Wimbledon","UZB",24.78,"4-6 6-3 6-3 6-3",145
"2011-540","Wimbledon","NED",24.21,"6-4 6-4 6-4",90
"2011-540","Wimbledon","ESP",27.59,"2-6 4-6 6-3 7-6(6) 9-7",236
"2011-540","Wimbledon","ARG",31.81,"6-4 6-4 6-7(6) 6-2",163
"2011-540","Wimbledon","RUS",28.16,"7-5 4-6 6-3 6-1",170
"2011-540","Wimbledon","FRA",29.5,"6-4 6-2 3-6 4-6 6-1",160
"2011-540","Wimbledon","CZE",25.75,"6-2 6-2 6-1",94
"2011-540","Wimbledon","GBR",24.1,"4-6 6-3 6-0 6-0",128
"2011-540","Wimbledon","GER",25.08,"6-3 7-6(4) 5-7 6-1",172
"2011-540","Wimbledon","UKR",25.45,"6-2 6-4 6-4",95
"2011-540","Wimbledon","CRO",32.25,"7-6(2) 3-6 6-3 6-4",165
"2011-540","Wimbledon","FRA",25,"7-5 6-3 7-6(3)",123
"2011-540","Wimbledon","RUS",29.72,"6-3 6-4 6-2",98
"2011-540","Wimbledon","ITA",25.7,"7-5 6-4 6-4",138
"2011-540","Wimbledon","SUI",26.23,"6-3 6-4 6-4",102
"2011-540","Wimbledon","FRA",24.8,"6-4 7-6(3) 6-3",110
"2011-540","Wimbledon","SLO",24.72,"6-4 3-6 7-6(8) 6-4",158
"2011-540","Wimbledon","POL",29.1,"6-4 6-2 3-6 5-7 6-4",209
"2011-540","Wimbledon","CRO",32.31,"7-5 3-1 RET",59
"2011-540","Wimbledon","GER",35.15,"7-6(3) 6-4 6-2",131
"2011-540","Wimbledon","ESP",29.75,"6-4 7-5 6-3",108
"2011-540","Wimbledon","ROU",29.91,"6-4 6-3 6-2",106
"2011-540","Wimbledon","USA",28.8,"6-4 7-6(6) 6-3",135
"2011-540","Wimbledon","ESP",29.22,"6-4 6-4 6-4",115
"2011-540","Wimbledon","USA",19.12,"7-6(5) 6-0 7-5",134
"2011-540","Wimbledon","SVK",29.21,"4-6 7-6(6) 4-6 6-2 6-4",243
"2011-540","Wimbledon","ESP",28.04,"6-3 6-3 RET",71
"2011-540","Wimbledon","CHI",30.89,"6-3 6-7(6) 7-6(3) 6-4",138
"2011-540","Wimbledon","RSA",31.04,"6-2 6-3 6-2",127
"2011-540","Wimbledon","BUL",20.1,"7-5 7-5 7-6(5)",160
"2011-540","Wimbledon","FRA",26.17,"6-3 7-6(4) 6-2",132
"2011-540","Wimbledon","ESP",25.83,"6-7(5) 6-3 6-4 6-4",143
"2011-540","Wimbledon","USA",26.15,"7-6(4) 6-2 7-6(6)",123
"2011-540","Wimbledon","IND",26.35,"6-4 4-2 RET",65
"2011-540","Wimbledon","RUS",28.99,"4-6 6-2 6-2 4-6 6-4",193
"2011-540","Wimbledon","ARG",29.46,"7-5 6-2 6-3",106
"2011-540","Wimbledon","AUT",24.25,"7-6(5) 6-3 6-3",111
"2011-540","Wimbledon","FRA",22.97,"4-6 6-4 7-6(7) 4-6 6-4",240
"2011-540","Wimbledon","SUI",29.86,"7-6(2) 6-4 6-2",102
"2011-540","Wimbledon","SWE",26.85,"6-4 6-4 2-6 7-6(5)",194
"2011-540","Wimbledon","AUS",30.32,"6-1 7-6(4) 6-7(7) 6-3",187
"2011-540","Wimbledon","RUS",27.93,"6-4 7-6(5) 6-7(4) 4-6 6-3",218
"2011-540","Wimbledon","AUS",18.66,"7-5 6-3 7-5",112
"2011-540","Wimbledon","GER",27.71,"7-6(5) 7-6(1) 3-6 6-4",173
"2011-540","Wimbledon","BEL",30.92,"6-2 6-3 6-2",87
"2011-540","Wimbledon","RUS",28.52,"6-3 3-6 7-6(12) 7-6(1)",167
"2011-540","Wimbledon","AUT",30.08,"3-6 7-6(5) 6-2 6-2",159
"2011-540","Wimbledon","SRB",25.36,"3-6 6-0 7-6(3) 6-3",133
"2011-540","Wimbledon","TPE",27.85,"6-4 6-4 6-1",97
"2011-540","Wimbledon","BRA",30.49,"3-6 3-6 6-4 7-6(6) 6-2",168
"2011-540","Wimbledon","FRA",31.09,"6-3 7-6(4) 6-3",117
"2011-540","Wimbledon","CYP",26.01,"6-4 6-2 6-7(5) 4-6 6-4",168
"2011-540","Wimbledon","ITA",27.33,"6-4 6-4 7-5",107
"2011-540","Wimbledon","RSA",25.09,"6-7(5) 7-6(7) 6-4 4-6 6-1",232
"2011-540","Wimbledon","SRB",24.08,"6-4 6-1 6-1",80
"2011-540","Wimbledon","ESP",25.05,"6-3 6-2 6-4",127
"2011-540","Wimbledon","LUX",28.11,"2-3 RET",24
"2011-540","Wimbledon","ARG",22.74,"6-7(7) 6-1 6-0 6-4",158
"2011-540","Wimbledon","FRA",26.48,"7-6(3) 6-4 7-5",124
"2011-540","Wimbledon","USA",29.53,"7-6(6) 6-4 6-4",136
"2011-540","Wimbledon","NED",24.21,"6-3 6-4 4-6 6-2",152
"2011-540","Wimbledon","RUS",28.16,"6-0 6-3 6-4",92
"2011-540","Wimbledon","CZE",25.75,"6-1 6-4 6-2",97
"2011-540","Wimbledon","GBR",24.1,"6-3 6-3 7-5",117
"2011-540","Wimbledon","CRO",32.25,"6-4 6-4 6-2",114
"2011-540","Wimbledon","FRA",25,"6-1 6-4 6-4",98
"2011-540","Wimbledon","ITA",25.7,"7-6(5) 6-3 7-6(4)",153
"2011-540","Wimbledon","FRA",24.8,"4-6 6-3 6-3 7-6(7)",134
"2011-540","Wimbledon","POL",29.1,"7-6(2) 6-3 6-3",123
"2011-540","Wimbledon","ESP",29.75,"7-6(3) 6-7(3) 6-2 6-2",172
"2011-540","Wimbledon","USA",28.8,"6-4 6-3 6-4",112
"2011-540","Wimbledon","ESP",29.22,"6-7(6) 6-1 4-6 6-3 6-2",210
"2011-540","Wimbledon","SVK",29.21,"7-6(5) 6-4 3-6 6-4",183
"2011-540","Wimbledon","CHI",30.89,"6-4 6-4 6-4",105
"2011-540","Wimbledon","FRA",26.17,"6-7(4) 6-4 6-4 7-6(8)",213
"2011-540","Wimbledon","ESP",25.83,"7-6(3) 7-6(5) 6-7(5) 6-3",159
"2011-540","Wimbledon","RUS",28.99,"6-2 6-4 6-4",117
"2011-540","Wimbledon","ARG",29.46,"6-3 3-6 6-4 6-4",157
"2011-540","Wimbledon","SUI",29.86,"6-2 6-3 6-2",88
"2011-540","Wimbledon","SWE",26.85,"6-7(5) 3-6 7-5 6-4 6-4",234
"2011-540","Wimbledon","AUS",18.66,"4-6 5-7 6-3 6-4 6-1",164
"2011-540","Wimbledon","BEL",30.92,"1-6 6-3 6-2 6-2",95
"2011-540","Wimbledon","AUT",30.08,"6-3 2-6 7-6(5) 7-6(1)",188
"2011-540","Wimbledon","TPE",27.85,"7-6(5) 6-4 6-4",134
"2011-540","Wimbledon","FRA",31.09,"6-2 4-6 6-2 6-3",133
"2011-540","Wimbledon","CYP",26.01,"6-4 7-6(4) 7-5",147
"2011-540","Wimbledon","SRB",24.08,"6-3 6-4 6-2",114
"2011-540","Wimbledon","ESP",25.05,"7-6(6) 7-6(5) 6-0",144
"2011-540","Wimbledon","ARG",22.74,"7-6(8) 7-6(5) 7-5",166
"2011-540","Wimbledon","USA",29.53,"6-3 6-7(5) 6-2 1-1 RET",154
"2011-540","Wimbledon","CZE",25.75,"6-2 6-4 6-3",103
"2011-540","Wimbledon","GBR",24.1,"6-4 4-6 6-1 7-6(4)",176
"2011-540","Wimbledon","FRA",25,"6-3 6-2 6-4",105
"2011-540","Wimbledon","POL",29.1,"6-3 3-6 6-3 6-3",136
"2011-540","Wimbledon","ESP",29.75,"7-6(2) 7-6(2) 6-4",138
"2011-540","Wimbledon","ESP",29.22,"6-4 6-3 6-3",123
"2011-540","Wimbledon","FRA",26.17,"6-3 6-4 6-3",84
"2011-540","Wimbledon","RUS",28.99,"4-6 6-3 7-6(3) 6-3",163
"2011-540","Wimbledon","SUI",29.86,"6-4 6-2 6-4",106
"2011-540","Wimbledon","AUS",18.66,"6-1 6-4 7-5",112
"2011-540","Wimbledon","BEL",30.92,"7-6(5) 6-3 6-0",96
"2011-540","Wimbledon","FRA",31.09,"6-3 6-3 6-1",103
"2011-540","Wimbledon","SRB",24.08,"6-4 4-6 6-3 6-4",195
"2011-540","Wimbledon","ESP",25.05,"7-6(6) 3-6 7-6(4) 6-4",232
"2011-540","Wimbledon","USA",29.53,"7-6(5) 6-4 6-4",142
"2011-540","Wimbledon","GBR",24.1,"7-6(3) 6-3 6-2",124
"2011-540","Wimbledon","ESP",29.75,"3-6 6-7(5) 7-6(7) 7-5 7-5",258
"2011-540","Wimbledon","FRA",26.17,"6-3 6-4 7-6(1)",123
"2011-540","Wimbledon","SUI",29.86,"6-7(5) 6-3 6-3 6-3",182
"2011-540","Wimbledon","AUS",18.66,"6-1 7-5 6-4",81
"2011-540","Wimbledon","SRB",24.08,"6-3 6-3 6-3",101
"2011-540","Wimbledon","ESP",25.05,"6-3 6-3 5-7 6-4",173
"2011-540","Wimbledon","GBR",24.1,"6-3 6-4 6-4",121
"2011-540","Wimbledon","FRA",26.17,"3-6 6-7(3) 6-4 6-4 6-4",188
"2011-540","Wimbledon","SRB",24.08,"6-2 3-6 6-3 7-5",161
"2011-540","Wimbledon","ESP",25.05,"5-7 6-2 6-2 6-4",179
"2011-540","Wimbledon","SRB",24.08,"7-6(4) 6-2 6-7(9) 6-3",187
"2011-540","Wimbledon","SRB",24.08,"6-4 6-1 1-6 6-3",148
"2011-560","US Open","BRA",23.26,"4-6 6-4 6-2",130
"2011-560","US Open","ITA",24.64,"6-2 6-3",70
"2011-560","US Open","BEL",20.73,"6-0 6-3",67
"2011-560","US Open","NED",24.03,"6-2 6-3",61
"2011-560","US Open","CHI",28.41,"6-4 6-7(7) 6-1",138
"2011-560","US Open","USA",25.28,"6-4 6-2",82
"2011-560","US Open","MON",31.93,"6-3 6-7(2) 6-4",137
"2011-560","US Open","ITA",29.7,"6-4 6-1",76
"2011-560","US Open","TUR",24.22,"6-2 6-0",56
"2011-560","US Open","FRA",25.58,"4-6 6-4 6-2",135
"2011-560","US Open","ROU",20.87,"6-4 3-6 7-5",126
"2011-560","US Open","SVK",23.82,"6-1 6-1",54
"2011-560","US Open","ITA",34.24,"6-4 6-2",73
"2011-560","US Open","CRO",23.53,"6-3 6-4",84
"2011-560","US Open","FRA",27.14,"6-1 6-4",64
"2011-560","US Open","NED",25.89,"6-4 4-6 6-4",117
"2011-560","US Open","BRA",27.57,"6-4 7-6(6)",80
"2011-560","US Open","ESP",25.83,"4-6 7-6(7) 6-4",137
"2011-560","US Open","UKR",24.55,"6-3 7-6(5)",81
"2011-560","US Open","BEL",23.62,"6-1 4-6 6-1",107
"2011-560","US Open","GER",28.06,"6-4 6-2",64
"2011-560","US Open","LTU",20.04,"6-2 6-2",59
"2011-560","US Open","POR",22.41,"7-6(4) 6-4",98
"2011-560","US Open","FRA",28.05,"6-2 6-3",67
"2011-560","US Open","AUT",25.11,"7-6(6) 7-6(6)",113
"2011-560","US Open","FRA",28.72,"6-0 6-4",63
"2011-560","US Open","POR",20.76,"3-6 7-5 6-3",124
"2011-560","US Open","IRL",26.64,"7-6(2) 6-4",106
"2011-560","US Open","SLO",24.91,"6-1 6-4",74
"2011-560","US Open","SUI",29.97,"6-7(8) 6-3 6-3",119
"2011-560","US Open","FRA",25.95,"6-2 7-5",105
"2011-560","US Open","CAN",21.18,"7-6(4) 7-5",89
"2011-560","US Open","JPN",26.98,"6-1 6-3",83
"2011-560","US Open","GER",25.53,"6-3 6-2",62
"2011-560","US Open","CZE",23.47,"6-3 7-5",88
"2011-560","US Open","AUS",22.57,"6-7(6) 6-2 6-2",128
"2011-560","US Open","USA",20.44,"6-4 6-4",77
"2011-560","US Open","FRA",21.26,"6-3 6-2",62
"2011-560","US Open","TUN",27.61,"6-1 6-1",59
"2011-560","US Open","SWE",26.79,"7-6(1) 6-4",101
"2011-560","US Open","TPE",20.42,"6-2 6-1",52
"2011-560","US Open","IRL",29.94,"6-1 6-4",62
"2011-560","US Open","ITA",24.15,"6-3 6-1",64
"2011-560","US Open","NED",27.99,"6-3 6-7(5) 6-1",105
"2011-560","US Open","LTU",21.19,"6-2 6-2",45
"2011-560","US Open","GER",30.39,"6-2 6-3",71
"2011-560","US Open","GER",27.13,"1-6 6-2 6-2",82
"2011-560","US Open","COL",24.61,"6-7(5) 6-1 6-3",107
"2011-560","US Open","USA",18.87,"3-6 7-6(5) 7-5",137
"2011-560","US Open","FRA",26.12,"6-2 6-4",65
"2011-560","US Open","USA",19.03,"6-3 4-6 7-6(7)",164
"2011-560","US Open","RUS",21.31,"6-7(3) 6-4 6-2",119
"2011-560","US Open","AUS",23.76,"6-0 6-3",45
"2011-560","US Open","USA",21.02,"6-7(2) 6-2 6-2",125
"2011-560","US Open","RSA",25.48,"6-2 6-2",62
"2011-560","US Open","CAN",26.92,"6-3 6-3",80
"2011-560","US Open","GER",25.56,"7-6(3) 6-1",74
"2011-560","US Open","SRB",26.07,"6-3 6-2",75
"2011-560","US Open","FRA",24.65,"6-3 6-2",65
"2011-560","US Open","USA",24.14,"6-3 7-6(4)",88
"2011-560","US Open","USA",30.66,"7-6(2) 6-4",100
"2011-560","US Open","ARG",25.75,"6-4 6-4",71
"2011-560","US Open","USA",27.45,"7-5 6-3",91
"2011-560","US Open","AUS",24.19,"6-4 6-1",64
"2011-560","US Open","BRA",23.26,"6-0 7-5",69
"2011-560","US Open","BEL",20.73,"3-6 6-1 6-3",92
"2011-560","US Open","CHI",28.41,"6-4 3-6 6-1",123
"2011-560","US Open","MON",31.93,"6-0 4-6 6-1",124
"2011-560","US Open","TUR",24.22,"6-2 7-5",90
"2011-560","US Open","SVK",23.82,"7-6(4) 6-3",98
"2011-560","US Open","CRO",23.53,"6-4 4-6 6-2",144
"2011-560","US Open","NED",25.89,"7-6(4) 7-6(6)",130
"2011-560","US Open","BRA",27.57,"6-3 6-3",83
"2011-560","US Open","UKR",24.55,"6-3 6-2",70
"2011-560","US Open","LTU",20.04,"6-1 7-6(3)",79
"2011-560","US Open","FRA",28.05,"6-1 1-6 6-4",101
"2011-560","US Open","AUT",25.11,"6-4 6-0",90
"2011-560","US Open","IRL",26.64,"6-4 6-1",74
"2011-560","US Open","SLO",24.91,"6-4 6-4",82
"2011-560","US Open","CAN",21.18,"6-1 7-5",99
"2011-560","US Open","JPN",26.98,"4-6 6-2 6-2",115
"2011-560","US Open","AUS",22.57,"6-2 7-6(4)",84
"2011-560","US Open","FRA",21.26,"6-2 7-5",102
"2011-560","US Open","TUN",27.61,"2-6 6-4 6-2",108
"2011-560","US Open","IRL",29.94,"6-2 6-3",70
"2011-560","US Open","NED",27.99,"6-4 7-6(5)",113
"2011-560","US Open","GER",30.39,"6-4 7-5",98
"2011-560","US Open","COL",24.61,"6-2 6-0",104
"2011-560","US Open","FRA",26.12,"6-3 4-6 6-3",100
"2011-560","US Open","USA",19.03,"1-6 6-3 7-6(5)",116
"2011-560","US Open","USA",21.02,"6-4 6-7(5) 6-3",147
"2011-560","US Open","CAN",26.92,"6-4 6-7(5) 6-3",144
"2011-560","US Open","SRB",26.07,"7-6(1) 6-3",103
"2011-560","US Open","FRA",24.65,"6-4 6-7(2) 6-1",146
"2011-560","US Open","USA",30.66,"6-4 6-4",76
"2011-560","US Open","USA",27.45,"4-6 7-6(2) 6-1",122
"2011-560","US Open","BRA",23.26,"7-5 7-5",93
"2011-560","US Open","MON",31.93,"6-7(8) 6-2 6-4",164
"2011-560","US Open","TUR",24.22,"6-3 6-2",74
"2011-560","US Open","NED",25.89,"6-0 6-1",57
"2011-560","US Open","UKR",24.55,"6-2 4-6 6-3",101
"2011-560","US Open","FRA",28.05,"7-6(5) 7-5",100
"2011-560","US Open","IRL",26.64,"7-6(2) 6-1",92
"2011-560","US Open","CAN",21.18,"6-4 2-6 7-6(5)",143
"2011-560","US Open","JPN",26.98,"6-3 6-3",94
"2011-560","US Open","TUN",27.61,"7-5 2-1 RET",64
"2011-560","US Open","IRL",29.94,"2-6 6-1 6-4",111
"2011-560","US Open","COL",24.61,"6-3 6-7(1) 6-3",161
"2011-560","US Open","FRA",26.12,"6-4 6-2",73
"2011-560","US Open","CAN",26.92,"3-6 6-1 6-3",85
"2011-560","US Open","FRA",24.65,"4-6 6-4 6-1",116
"2011-560","US Open","USA",30.66,"3-6 6-3 7-6(5)",131
"2011-560","US Open","SRB",24.27,"6-0 5-1 RET",44
"2011-560","US Open","ARG",28.57,"7-5 6-0 6-1",114
"2011-560","US Open","ITA",30.12,"6-4 4-6 6-3 6-2",159
"2011-560","US Open","RUS",30.24,"6-7(6) 6-3 6-0 2-6 6-2",242
"2011-560","US Open","UKR",22.81,"6-4 6-2 7-5",118
"2011-560","US Open","ITA",27.86,"6-4 6-2 RET",75
"2011-560","US Open","CRO",32.5,"6-4 6-4 7-6(3)",116
"2011-560","US Open","FRA",25.2,"6-4 6-4 6-0",113
"2011-560","US Open","CZE",25.95,"6-2 7-6(4) 6-1",116
"2011-560","US Open","ITA",24.27,"5-7 6-4 7-6(5) 6-4",189
"2011-560","US Open","GER",27.43,"7-5 6-7(2) 6-3 6-7(5) 6-3",264
"2011-560","US Open","SRB",27.18,"6-2 7-5 6-0",118
"2011-560","US Open","ESP",25.38,"6-4 6-4 6-4",121
"2011-560","US Open","KAZ",23.67,"7-5 6-2 3-6 7-6(5)",181
"2011-560","US Open","ESP",31.54,"1-6 7-5 5-7 6-1 6-3",212
"2011-560","US Open","FRA",24.99,"7-6(4) 6-3 6-4",159
"2011-560","US Open","SUI",30.06,"6-4 6-3 6-2",106
"2011-560","US Open","ISR",26.4,"4-6 2-6 6-4 6-3 6-0",207
"2011-560","US Open","AUS",18.85,"6-3 6-4 6-4",110
"2011-560","US Open","CRO",22.92,"6-2 7-5 7-6(6)",146
"2011-560","US Open","CZE",32.75,"6-4 6-1 6-3",120
"2011-560","US Open","ARG",27.42,"7-6(1) 6-2 6-2",118
"2011-560","US Open","GER",33.4,"6-3 6-4 6-7(5) 6-1",170
"2011-560","US Open","COL",27.79,"3-6 6-3 4-6 7-5 7-5",220
"2011-560","US Open","FRA",26.37,"6-4 6-4 6-4",129
"2011-560","US Open","UKR",24.55,"6-3 6-2 3-6 6-4",134
"2011-560","US Open","TUR",24.22,"6-3 6-2 1-0 RET",76
"2011-560","US Open","ESP",27.79,"3-6 6-4 6-1 6-4",156
"2011-560","US Open","FRA",31.28,"6-2 4-6 4-6 6-3 6-2",169
"2011-560","US Open","RSA",25.28,"6-1 6-3 6-0",98
"2011-560","US Open","TUN",27.61,"4-6 6-1 6-4 6-2",163
"2011-560","US Open","USA",29.72,"6-2 6-2 6-1",103
"2011-560","US Open","BRA",27.57,"6-0 3-6 6-4 1-0 RET",135
"2011-560","US Open","RUS",28.35,"4-6 4-6 6-3 7-6(3) 6-3",220
"2011-560","US Open","USA",28.89,"6-3 6-4 6-7(5) 6-1",177
"2011-560","US Open","USA",26.34,"7-6(2) 7-6(11) 2-6 6-4",192
"2011-560","US Open","ARG",22.93,"6-3 6-1 6-1",88
"2011-560","US Open","ARG",30.67,"6-2 RET",32
"2011-560","US Open","ESP",28.24,"6-3 1-6 7-6(1) 4-6 7-6(4)",237
"2011-560","US Open","FRA",26.67,"3-6 6-3 6-4 3-6 6-4",212
"2011-560","US Open","SUI",26.42,"3-6 6-4 6-1 6-3",148
"2011-560","US Open","USA",22.1,"6-4 6-2 6-4",133
"2011-560","US Open","BEL",27.46,"6-7(4) 4-6 7-5 6-1 7-6(0)",231
"2011-560","US Open","ARG",32,"3-1 RET",27
"2011-560","US Open","ESP",29.94,"6-2 6-4 6-4",118
"2011-560","US Open","CAN",21.18,"6-1 6-2 6-1",82
"2011-560","US Open","NED",24.4,"6-0 6-4 6-4",92
"2011-560","US Open","GBR",24.29,"7-6(5) 6-2 6-3",147
"2011-560","US Open","ESP",29.41,"2-6 6-3 6-0 6-4",145
"2011-560","US Open","USA",31.67,"6-4 6-2 4-6 6-4",141
"2011-560","US Open","MON",31.93,"7-6(5) 6-2 6-4",171
"2011-560","US Open","GER",27.9,"6-2 6-0 6-1",76
"2011-560","US Open","USA",29,"6-2 6-4 4-6 7-5",177
"2011-560","US Open","USA",18.93,"6-4 6-3 1-6 6-4",147
"2011-560","US Open","UZB",24.97,"3-6 7-5 6-4 7-6(4)",167
"2011-560","US Open","FRA",29.69,"6-2 6-4 6-3",124
"2011-560","US Open","LAT",23,"6-2 6-4 6-4",140
"2011-560","US Open","LUX",28.31,"7-6(5) 6-4 6-4",154
"2011-560","US Open","RUS",29.91,"2-6 1-6 6-1 6-4 6-4",205
"2011-560","US Open","AUT",30.27,"6-2 7-6(4) 6-2",114
"2011-560","US Open","CRO",32.45,"7-6(5) 3-6 6-1 7-5",175
"2011-560","US Open","ARG",29.66,"4-6 6-3 6-4 6-3",180
"2011-560","US Open","FRA",29.6,"3-6 6-7(4) 6-2 6-4 6-0",190
"2011-560","US Open","ESP",25.24,"6-3 7-6(1) 7-5",169
"2011-560","US Open","SRB",24.27,"6-0 6-0 6-2",90
"2011-560","US Open","RUS",30.24,"6-2 6-4 7-5",126
"2011-560","US Open","UKR",22.81,"6-0 7-5 2-6 5-7 6-4",200
"2011-560","US Open","CRO",32.5,"6-4 6-2 2-6 7-6(4)",157
"2011-560","US Open","CZE",25.95,"7-5 6-0 6-0",103
"2011-560","US Open","SRB",27.18,"6-0 6-3 3-6 6-3",133
"2011-560","US Open","ESP",25.38,"7-5 6-3 6-4",140
"2011-560","US Open","ESP",31.54,"7-6(5) 5-7 6-7(5) 6-4 6-4",288
"2011-560","US Open","SUI",30.06,"6-3 6-2 6-2",77
"2011-560","US Open","CRO",22.92,"6-1 6-0 6-2",80
"2011-560","US Open","ARG",27.42,"6-4 6-1 2-0 RET",103
"2011-560","US Open","GER",33.4,"7-6(5) 6-1 7-5",136
"2011-560","US Open","FRA",26.37,"6-3 7-5 6-2",105
"2011-560","US Open","ESP",27.79,"6-4 6-3 6-1",99
"2011-560","US Open","RSA",25.28,"6-1 6-2 6-2",93
"2011-560","US Open","USA",29.72,"6-2 6-2 6-4",113
"2011-560","US Open","RUS",28.35,"6-4 6-3 7-5",158
"2011-560","US Open","USA",26.34,"6-4 6-3 6-4",108
"2011-560","US Open","ARG",22.93,"6-2 6-1 7-5",131
"2011-560","US Open","FRA",26.67,"6-4 6-7(4) 7-5 6-3",219
"2011-560","US Open","USA",22.1,"7-6(7) 3-6 2-6 6-3 7-6(1)",260
"2011-560","US Open","ARG",32,"6-2 6-4 6-4",115
"2011-560","US Open","ESP",29.94,"5-7 6-4 7-6(3) 7-6(5)",202
"2011-560","US Open","GBR",24.29,"6-7(5) 2-6 6-2 6-0 6-4",203
"2011-560","US Open","ESP",29.41,"6-4 6-3 6-4",114
"2011-560","US Open","GER",27.9,"6-2 7-5 6-2",111
"2011-560","US Open","USA",29,"6-3 6-3 6-4",120
"2011-560","US Open","FRA",29.69,"6-4 6-4 6-4",136
"2011-560","US Open","LUX",28.31,"3-6 7-6(4) 6-4 7-6(5)",228
"2011-560","US Open","RUS",29.91,"3-6 6-3 1-6 6-2 7-6(5)",207
"2011-560","US Open","ARG",29.66,"6-4 1-6 6-3 6-2",144
"2011-560","US Open","ESP",25.24,"6-2 6-2 RET",81
"2011-560","US Open","SRB",24.27,"6-3 6-4 6-2",127
"2011-560","US Open","UKR",22.81,"6-7(4) 6-2 6-4 6-4",161
"2011-560","US Open","SRB",27.18,"6-4 5-0 RET",70
"2011-560","US Open","ESP",31.54,"6-1 4-3 RET",51
"2011-560","US Open","SUI",30.06,"6-3 4-6 6-4 6-2",160
"2011-560","US Open","ARG",27.42,"6-7(3) 6-3 6-2 6-3",189
"2011-560","US Open","FRA",26.37,"6-3 7-5 6-4",126
"2011-560","US Open","USA",29.72,"6-4 7-6(4) 7-6(3)",200
"2011-560","US Open","USA",26.34,"7-6(9) 6-4 6-4",153
"2011-560","US Open","FRA",26.67,"4-6 7-6(5) 6-2 7-6(3)",237
"2011-560","US Open","USA",22.1,"7-5 6-4 6-3",135
"2011-560","US Open","GBR",24.29,"6-1 6-4 6-2",114
"2011-560","US Open","ESP",29.41,"6-1 6-2 7-6(2)",107
"2011-560","US Open","USA",29,"6-1 6-4 7-6(5)",128
"2011-560","US Open","LUX",28.31,"6-1 6-4 6-4",115
"2011-560","US Open","ESP",25.24,"7-6(5) 6-1 7-5",159
"2011-560","US Open","SRB",24.27,"7-6(14) 6-4 6-2",146
"2011-560","US Open","SRB",27.18,"7-5 6-7(3) 7-5 6-2",223
"2011-560","US Open","SUI",30.06,"6-1 6-2 6-0",82
"2011-560","US Open","FRA",26.37,"6-4 6-7(5) 3-6 6-4 6-2",225
"2011-560","US Open","USA",26.34,"7-6(2) 3-6 7-6(2) 7-6(4)",219
"2011-560","US Open","GBR",24.29,"6-2 6-3 6-3",118
"2011-560","US Open","USA",29,"6-3 6-4 3-6 6-3",160
"2011-560","US Open","ESP",25.24,"7-6(1) 6-1 6-2",128
"2011-560","US Open","SRB",24.27,"7-6(2) 6-7(3) 6-0 3-0 RET",207
"2011-560","US Open","SUI",30.06,"6-4 6-3 6-3",113
"2011-560","US Open","GBR",24.29,"7-5 6-4 3-6 7-6(2)",204
"2011-560","US Open","ESP",25.24,"6-2 6-1 6-3",113
"2011-560","US Open","SRB",24.27,"6-7(7) 4-6 6-3 6-2 7-5",231
"2011-560","US Open","ESP",25.24,"6-4 6-2 3-6 6-2",204
"2011-560","US Open","SRB",24.27,"6-2 6-4 6-7(3) 6-1",250
"2012-580","Australian Open","JPN",27.36,"6-2 6-4",109
"2012-580","Australian Open","UKR",24.67,"6-1 7-5",108
"2012-580","Australian Open","FRA",22.99,"6-4 6-4",112
"2012-580","Australian Open","FRA",30.88,"7-6(2) 6-3",104
"2012-580","Australian Open","SLO",25.3,"2-6 7-6(5) 8-6",172
"2012-580","Australian Open","GER",22.51,"6-1 6-3",78
"2012-580","Australian Open","ESP",20.01,"6-0 6-3",77
"2012-580","Australian Open","NED",23.32,"7-6(3) 4-6 8-6",132
"2012-580","Australian Open","THA",30.43,"6-2 4-6 6-2",112
"2012-580","Australian Open","FRA",26.5,"4-6 7-6(5) 7-5",144
"2012-580","Australian Open","CAN",23.59,"6-3 6-2",71
"2012-580","Australian Open","FRA",28.44,"4-6 6-2 6-2",121
"2012-580","Australian Open","BIH",29.55,"4-6 6-3 6-2",104
