"tourney_id","tourney_name","winner_ioc","winner_age","score","minutes"
"2014-540","Wimbledon","CZE",28.76,"4-6 7-6(5) 7-6(3) 6-1",150
"2014-540","Wimbledon","GBR",27.11,"6-1 6-1 6-0",84
"2014-540","Wimbledon","ESP",26.19,"7-5 4-6 6-2 6-2",144
"2014-540","Wimbledon","RSA",28.1,"7-6(0) 1-6 6-3 6-4",143
"2014-540","Wimbledon","ITA",27.08,"2-6 6-4 7-6(6) 6-3",160
"2014-540","Wimbledon","BUL",23.1,"6-3 6-2 6-4",93
"2014-540","Wimbledon","UKR",25.62,"6-7(4) 7-6(0) 6-3 6-4",150
"2014-540","Wimbledon","ARG",27.11,"7-6(4) 4-6 6-1 6-4",164
"2014-540","Wimbledon","RUS",23.33,"6-7(5) 6-0 3-6 6-3 6-2",192
"2014-540","Wimbledon","SUI",29.24,"7-6(6) 6-3 3-6 7-5",162
"2014-540","Wimbledon","UZB",27.79,"7-6(7) 6-4 6-4",129
"2014-540","Wimbledon","ESP",32.76,"6-4 7-6(4) 7-5",114
"2014-540","Wimbledon","USA",29.16,"7-6(17) 7-6(3) 7-5",130
"2014-540","Wimbledon","POL",23.61,"7-5 6-4 6-7(7) 4-6 6-3",227
"2014-540","Wimbledon","ESP",32.15,"6-4 6-1 7-6(5)",118
"2014-540","Wimbledon","COL",26.57,"4-6 7-6(2) 1-6 6-1 7-5",205
"2014-540","Wimbledon","SUI",32.87,"6-3 7-5 6-3",94
"2014-540","Wimbledon","CAN",23.49,"6-3 6-4 6-4",103
"2014-540","Wimbledon","POL",32.1,"6-7(4) 7-6(4) 6-3 7-6(3)",180
"2014-540","Wimbledon","ITA",28.71,"4-6 6-4 6-3 2-6 7-5",182
"2014-540","Wimbledon","JPN",24.48,"6-3 6-2 6-1",88
"2014-540","Wimbledon","AUS",19.16,"3-6 6-7(4) 6-4 7-5 10-8",233
"2014-540","Wimbledon","CZE",20.95,"7-6(3) 6-3 6-7(1) 6-7(3) 6-4",201
"2014-540","Wimbledon","KAZ",26.49,"6-3 6-3 6-2",89
"2014-540","Wimbledon","ESP",28.05,"4-6 7-6(6) 6-4 6-4",164
"2014-540","Wimbledon","SRB",27.09,"6-4 6-2 6-4",132
"2014-540","Wimbledon","FRA",29.18,"6-2 6-2 7-5",103
"2014-540","Wimbledon","FRA",27.36,"6-3 6-7(4) 6-3 6-0",138
"2014-540","Wimbledon","CRO",25.73,"7-6(5) 6-4 7-6(6)",169
"2014-540","Wimbledon","GBR",27.11,"6-2 6-3 6-2",95
"2014-540","Wimbledon","RSA",28.1,"4-6 6-4 2-6 6-2 6-1",165
"2014-540","Wimbledon","BUL",23.1,"6-7(3) 6-4 2-6 6-4 6-1",175
"2014-540","Wimbledon","ARG",27.11,"6-4 7-6(1) 6-3",122
"2014-540","Wimbledon","SUI",29.24,"6-3 6-3 6-4",87
"2014-540","Wimbledon","ESP",32.76,"6-7(8) 7-6(6) 7-6(3) 7-5",170
"2014-540","Wimbledon","ESP",32.15,"6-2 6-4 6-7(5) 4-6 6-3",184
"2014-540","Wimbledon","SUI",32.87,"6-3 6-1 6-3",81
"2014-540","Wimbledon","CAN",23.49,"7-6(2) 7-6(4) 6-2",106
"2014-540","Wimbledon","JPN",24.48,"3-6 6-3 4-6 7-6(4) 6-4",193
"2014-540","Wimbledon","AUS",19.16,"3-6 6-3 7-5 6-2",124
"2014-540","Wimbledon","ESP",28.05,"6-7(4) 6-1 6-1 6-1",154
"2014-540","Wimbledon","SRB",27.09,"6-3 6-4 7-6(5)",112
"2014-540","Wimbledon","CRO",25.73,"7-6(8) 6-4 6-4",129
"2014-540","Wimbledon","GBR",27.11,"6-4 6-3 7-6(6)",152
"2014-540","Wimbledon","BUL",23.1,"6-4 7-6(6) 6-2",129
"2014-540","Wimbledon","SUI",29.24,"7-6(5) 7-6(7) 6-3",118
"2014-540","Wimbledon","SUI",32.87,"6-1 6-4 6-4",94
"2014-540","Wimbledon","CAN",23.49,"4-6 6-1 7-6(4) 6-3",147
"2014-540","Wimbledon","AUS",19.16,"7-6(5) 5-7 7-6(5) 6-3",178
"2014-540","Wimbledon","SRB",27.09,"6-1 3-6 6-7(4) 6-2 6-2",198
"2014-540","Wimbledon","BUL",23.1,"6-1 7-6(4) 6-2",121
"2014-540","Wimbledon","SUI",32.87,"3-6 7-6(5) 6-4 6-4",153
"2014-540","Wimbledon","CAN",23.49,"6-7(4) 6-2 6-4 7-6(4)",144
"2014-540","Wimbledon","SRB",27.09,"6-4 3-6 7-6(2) 7-6(7)",182
"2014-540","Wimbledon","SUI",32.87,"6-4 6-4 6-4",101
"2014-540","Wimbledon","SRB",27.09,"6-7(7) 6-4 7-6(4) 5-7 6-4",236
"2014-560","US Open","TUN",30.6,"3-6 6-2 7-5",120
"2014-560","US Open","SUI",32.96,"6-2 7-6(3)",67
"2014-560","US Open","BEL",26.61,"6-2 6-7(4) 6-1",103
"2014-560","US Open","JPN",23.86,"1-6 7-6(3) 6-2",155
"2014-560","US Open","ESP",36.38,"6-3 6-3",70
"2014-560","US Open","ARG",23.06,"3-6 6-1 7-6(3)",122
"2014-560","US Open","BEL",27.21,"3-6 7-5 6-4",145
"2014-560","US Open","POR",23.75,"4-6 6-3 6-4",125
"2014-560","US Open","SRB",22.49,"6-3 6-3",69
"2014-560","US Open","ITA",21.9,"4-6 7-5 6-3",124
"2014-560","US Open","NED",28.88,"6-4 6-4",71
"2014-560","US Open","ARG",21.03,"6-3 5-7 6-1",107
"2014-560","US Open","ARG",24.49,"6-3 6-4",60
"2014-560","US Open","ITA",24.99,"6-3 3-6 6-3",126
"2014-560","US Open","AUS",22.59,"6-3 5-7 6-2",114
"2014-560","US Open","USA",18.14,"6-3 6-2",58
"2014-560","US Open","JPN",18.91,"6-4 6-4",87
"2014-560","US Open","AUS",18.37,"6-3 4-6 6-4",142
"2014-560","US Open","GER",17.35,"6-4 6-4",74
"2014-560","US Open","TUR",27.21,"6-3 6-1",51
"2014-560","US Open","UKR",26.96,"6-4 6-4",87
"2014-560","US Open","CZE",32.64,"1-6 6-3 6-3",100
"2014-560","US Open","GER",30.42,"6-4 7-6(3)",94
"2014-560","US Open","CHN",22.95,"6-2 6-2",53
"2014-560","US Open","GER",28.55,"6-3 6-3",64
"2014-560","US Open","IND",26.62,"6-1 7-6(3)",78
"2014-560","US Open","USA",23.43,"7-5 6-3",92
"2014-560","US Open","USA",30.44,"6-4 6-4",84
"2014-560","US Open","LTU",24.18,"6-3 6-2",74
"2014-560","US Open","USA",18.72,"6-4 6-2",82
"2014-560","US Open","ARG",28.66,"6-4 3-6 6-3",111
"2014-560","US Open","RUS",28.83,"7-6(2) 7-6(4)",108
"2014-560","US Open","GER",25.11,"6-2 6-2",49
"2014-560","US Open","UKR",27.28,"3-6 7-6(2) 6-2",120
"2014-560","US Open","RUS",22.5,"4-6 6-4 7-5",132
"2014-560","US Open","SLO",25.1,"6-2 6-3",62
"2014-560","US Open","CAN",26.19,"4-6 7-5 6-2",147
"2014-560","US Open","SVK",26.6,"6-4 6-4",76
"2014-560","US Open","JPN",21.57,"4-6 7-6(7) 6-1",148
"2014-560","US Open","CRO",22.66,"6-3 6-3",76
"2014-560","US Open","JPN",26.27,"7-6(6) 4-6 6-3",142
"2014-560","US Open","RUS",31.34,"6-2 6-4",75
"2014-560","US Open","RUS",29.5,"6-1 6-2",50
"2014-560","US Open","POL",30.52,"7-6(5) 6-7(5) 7-6(6)",145
"2014-560","US Open","JPN",25.93,"6-3 6-4",79
"2014-560","US Open","ESP",28.82,"6-1 7-5",64
"2014-560","US Open","GER",27.4,"6-3 6-2",63
"2014-560","US Open","ITA",27.13,"6-7(5) 6-3 7-6(5)",154
"2014-560","US Open","USA",24.19,"6-4 6-3",74
"2014-560","US Open","CHN",24.14,"6-2 6-2",52
"2014-560","US Open","IRL",27.21,"6-1 6-1",39
"2014-560","US Open","IND",22.14,"6-4 6-1",65
"2014-560","US Open","USA",36.32,"6-1 6-4",77
"2014-560","US Open","BEL",30.45,"6-0 7-6(5)",89
"2014-560","US Open","ECU",22.74,"6-1 3-6 6-3",107
"2014-560","US Open","SVK",24.93,"7-6(3) 6-1",83
"2014-560","US Open","GBR",27.54,"6-2 6-2",63
"2014-560","US Open","FRA",28.57,"6-4 3-6 6-2",99
"2014-560","US Open","MDA",24.79,"6-1 6-3",59
"2014-560","US Open","HUN",22.54,"7-6(8) 7-6(5)",108
"2014-560","US Open","TPE",29.54,"4-6 7-6(9) 6-2",152
"2014-560","US Open","KOR",18.27,"7-6(4) 6-2",94
"2014-560","US Open","USA",16.56,"3-6 6-0 6-2",108
"2014-560","US Open","CRO",17.78,"1-0 RET",2
"2014-560","US Open","SUI",32.96,"6-3 6-7(3) 6-1",127
"2014-560","US Open","JPN",23.86,"3-6 6-4 6-3",120
"2014-560","US Open","ESP",36.38,"6-3 1-6 6-4",117
"2014-560","US Open","BEL",27.21,"7-6(4) 7-6(0)",121
"2014-560","US Open","SRB",22.49,"6-4 6-4",64
"2014-560","US Open","ARG",21.03,"7-5 3-1 RET",73
"2014-560","US Open","ARG",24.49,"6-7(4) 6-4 6-2",121
"2014-560","US Open","USA",18.14,"6-2 7-6(3)",89
"2014-560","US Open","JPN",18.91,"7-5 4-6 6-4",158
"2014-560","US Open","TUR",27.21,"4-6 7-5 7-6(5)",161
"2014-560","US Open","UKR",26.96,"6-3 6-1",58
"2014-560","US Open","CHN",22.95,"1-6 6-3 6-2",86
"2014-560","US Open","GER",28.55,"5-7 7-6(3) 6-3",136
"2014-560","US Open","USA",30.44,"6-3 6-2",69
"2014-560","US Open","LTU",24.18,"2-6 6-1 6-1",95
"2014-560","US Open","RUS",28.83,"6-3 6-3",58
"2014-560","US Open","GER",25.11,"7-5 6-3",71
"2014-560","US Open","SLO",25.1,"6-3 6-3",69
"2014-560","US Open","CAN",26.19,"6-4 6-2",65
"2014-560","US Open","JPN",21.57,"6-2 2-6 6-1",116
"2014-560","US Open","JPN",26.27,"6-3 6-2",68
"2014-560","US Open","POL",30.52,"6-4 6-1",61
"2014-560","US Open","JPN",25.93,"1-6 7-5 6-3",127
"2014-560","US Open","GER",27.4,"6-2 6-3",71
"2014-560","US Open","CHN",24.14,"7-6(2) 4-6 6-2",139
"2014-560","US Open","IRL",27.21,"5-7 6-2 7-5",139
"2014-560","US Open","BEL",30.45,"6-4 6-3",74
"2014-560","US Open","ECU",22.74,"4-6 6-4 6-3",125
"2014-560","US Open","GBR",27.54,"6-4 6-4",79
"2014-560","US Open","MDA",24.79,"6-4 3-6 6-0",110
"2014-560","US Open","TPE",29.54,"6-1 6-1",52
"2014-560","US Open","CRO",17.78,"2-6 6-2 6-2",120
"2014-560","US Open","SUI",32.96,"6-1 6-7(6) 6-1",137
"2014-560","US Open","BEL",27.21,"7-6(4) 6-3",95
"2014-560","US Open","SRB",22.49,"7-5 6-2",83
"2014-560","US Open","ARG",24.49,"7-6(3) 6-1",77
"2014-560","US Open","JPN",18.91,"6-3 6-1",83
"2014-560","US Open","UKR",26.96,"6-1 6-3",68
"2014-560","US Open","GER",28.55,"6-2 6-7(5) 7-6(5)",172
"2014-560","US Open","RUS",28.83,"7-5 0-6 6-3",110
"2014-560","US Open","GER",25.11,"3-6 6-4 6-3",104
"2014-560","US Open","JPN",21.57,"4-6 7-5 6-3",149
"2014-560","US Open","JPN",26.27,"6-4 6-4",75
"2014-560","US Open","GER",27.4,"6-3 6-1",58
"2014-560","US Open","IRL",27.21,"0-6 6-4 6-4",120
"2014-560","US Open","BEL",30.45,"6-1 2-0 RET",43
"2014-560","US Open","MDA",24.79,"6-1 3-6 6-2",114
"2014-560","US Open","CRO",17.78,"7-6(4) 6-1",78
"2014-560","US Open","SRB",27.26,"6-1 6-2 6-4",97
"2014-560","US Open","FRA",32.62,"6-7(7) 7-5 7-6(6) 6-7(5) 6-1",258
"2014-560","US Open","USA",26.88,"6-2 4-6 6-4 4-6 6-3",173
"2014-560","US Open","ESP",31.23,"6-4 6-2 6-2",113
"2014-560","US Open","GER",30.86,"6-2 7-6(3) 6-3",98
"2014-560","US Open","FRA",34.27,"6-4 6-3 7-5",108
"2014-560","US Open","GER",24.33,"2-6 3-6 6-3 6-3 7-5",193
"2014-560","US Open","USA",29.33,"7-6(5) 6-2 7-6(2)",120
"2014-560","US Open","FRA",29.36,"6-3 4-6 7-6(2) 6-1",165
"2014-560","US Open","KAZ",27.52,"4-6 6-2 6-1 7-6(3)",164
"2014-560","US Open","ESP",23.12,"6-3 4-6 6-2 7-6(0)",157
"2014-560","US Open","FRA",25.3,"7-6(4) 5-7 6-4 4-6 6-4",244
"2014-560","US Open","ESP",30.78,"6-3 3-6 7-5 1-6 6-4",197
"2014-560","US Open","RUS",23.5,"6-4 4-6 6-3 7-5",154
"2014-560","US Open","GER",27.4,"6-3 6-2 6-2",90
"2014-560","US Open","GBR",27.28,"6-3 7-6(6) 1-6 7-5",188
"2014-560","US Open","SUI",29.41,"6-2 7-6(6) 7-6(3)",135
"2014-560","US Open","BRA",26.65,"7-6(4) 6-4 6-1",122
"2014-560","US Open","SLO",27.47,"7-5 6-4 6-4",133
"2014-560","US Open","FRA",27.53,"6-7(5) 6-2 7-5 6-4",178
"2014-560","US Open","AUS",19.33,"7-5 7-6(4) 2-6 7-6(1)",183
"2014-560","US Open","ITA",30.51,"6-3 6-1 6-4",115
"2014-560","US Open","ITA",28.88,"2-6 6-4 6-2 3-6 6-3",173
"2014-560","US Open","ESP",32.32,"6-4 6-3 6-4",128
"2014-560","US Open","JPN",24.65,"6-2 6-4 6-2",125
"2014-560","US Open","ESP",28.59,"6-4 3-6 6-1 RET",101
"2014-560","US Open","AUS",26.75,"6-4 6-3 7-6(2)",153
"2014-560","US Open","ARG",27.28,"6-2 3-0 RET",39
"2014-560","US Open","CRO",17.78,"6-4 6-1 6-2",111
"2014-560","US Open","DOM",34.06,"2-6 6-4 6-3 6-2",114
"2014-560","US Open","GER",25.11,"6-2 6-4 6-2",86
"2014-560","US Open","CAN",23.66,"6-3 6-2 7-6(1)",115
"2014-560","US Open","CZE",28.94,"6-3 6-4 6-3",138
"2014-560","US Open","SVK",25.12,"3-6 2-6 7-6(5) 7-5 6-4",217
"2014-560","US Open","RUS",28.83,"2-6 7-6(6) 3-6 6-3 6-4",166
"2014-560","US Open","RUS",29.26,"6-3 1-6 7-6(6) 6-3",179
"2014-560","US Open","ESP",32.93,"1-6 7-5 2-6 6-4 1-1 RET",169
"2014-560","US Open","JPN",26.27,"6-2 3-6 5-7 4-1 RET",148
"2014-560","US Open","AUT",20.97,"6-3 6-3 6-2",86
"2014-560","US Open","LAT",25.98,"6-1 6-4 6-2",94
"2014-560","US Open","CRO",25.91,"6-3 3-1 RET",52
"2014-560","US Open","UKR",26.96,"7-6(3) 4-6 7-6(13) 7-6(4)",259
"2014-560","US Open","POL",23.78,"6-3 7-5 5-7 7-5",179
"2014-560","US Open","RSA",28.27,"6-3 6-7(3) 4-6 6-2 7-6(1)",242
"2014-560","US Open","FRA",29.66,"6-3 6-4 6-2",129
"2014-560","US Open","ARG",23.89,"6-4 6-3 6-0",99
"2014-560","US Open","AUS",21.84,"7-6(2) 6-4 7-6(3)",114
"2014-560","US Open","ESP",32.4,"6-1 6-2 2-6 6-2",134
"2014-560","US Open","BUL",23.28,"6-2 7-6(4) 6-2",124
"2014-560","US Open","ISR",29.39,"1-6 6-3 6-2 7-5",163
"2014-560","US Open","BEL",23.72,"6-1 6-3 6-3",91
"2014-560","US Open","POR",25.4,"7-6(6) 3-6 6-2 4-6 7-6(2)",212
"2014-560","US Open","FRA",27.98,"6-4 6-2 6-4",121
"2014-560","US Open","COL",25.54,"6-4 6-4 7-5",122
"2014-560","US Open","ITA",32.69,"6-1 6-2 2-1 RET",86
"2014-560","US Open","FRA",28.19,"7-5 7-6(5) 6-4",157
"2014-560","US Open","ITA",27.26,"6-4 6-4 6-2",115
"2014-560","US Open","FRA",26.15,"3-6 7-5 6-3 6-2",172
"2014-560","US Open","USA",26.65,"4-6 6-3 6-2 7-6(5)",149
"2014-560","US Open","ESP",26.36,"5-7 7-6(1) 1-6 7-5 6-1",232
"2014-560","US Open","CRO",35.49,"6-4 6-4 3-6 6-4",131
"2014-560","US Open","ESP",28.37,"7-6(1) 6-3 6-2",134
"2014-560","US Open","AUS",26.85,"6-3 7-6(5) 6-3",122
"2014-560","US Open","SUI",33.05,"6-3 6-4 7-6(4)",127
"2014-560","US Open","SRB",27.26,"6-1 6-3 6-0",88
"2014-560","US Open","USA",26.88,"6-3 6-4 6-4",105
"2014-560","US Open","GER",30.86,"6-2 RET",30
"2014-560","US Open","USA",29.33,"7-6(5) 6-4 6-2",116
"2014-560","US Open","FRA",29.36,"6-3 6-4 6-4",107
"2014-560","US Open","ESP",23.12,"6-1 6-4 3-6 6-3",146
"2014-560","US Open","RUS",23.5,"6-3 4-6 4-6 7-5 6-3",192
"2014-560","US Open","GBR",27.28,"6-3 6-3 6-4",106
"2014-560","US Open","SUI",29.41,"6-3 6-4 3-6 7-6(1)",156
"2014-560","US Open","SLO",27.47,"6-2 7-6(6) 6-3",142
"2014-560","US Open","AUS",19.33,"6-4 7-6(2) 6-4",116
"2014-560","US Open","ESP",32.32,"5-7 6-7(5) 6-4 6-3 6-2",217
"2014-560","US Open","JPN",24.65,"6-4 6-1 RET",63
"2014-560","US Open","ARG",27.28,"6-1 6-3 6-4",104
"2014-560","US Open","DOM",34.06,"7-6(2) 4-6 6-4 6-2",191
"2014-560","US Open","CAN",23.66,"7-6(4) 5-7 6-4 7-6(3)",186
"2014-560","US Open","CZE",28.94,"6-3 4-6 6-2 3-6 6-3",225
"2014-560","US Open","RUS",29.26,"6-1 6-4 7-6(4)",120
"2014-560","US Open","ESP",32.93,"6-4 3-6 6-4 7-6(4)",171
"2014-560","US Open","AUT",20.97,"4-6 3-6 6-4 6-3 6-3",225
"2014-560","US Open","CRO",25.91,"7-6(2) 6-2 6-4",167
"2014-560","US Open","RSA",28.27,"6-7(6) 6-2 6-1 6-3",147
"2014-560","US Open","FRA",29.66,"6-4 3-6 7-5 6-1",171
"2014-560","US Open","ESP",32.4," W/O",NA
"2014-560","US Open","BUL",23.28,"6-1 6-2 6-2",89
"2014-560","US Open","BEL",23.72,"6-4 6-2 6-0",104
"2014-560","US Open","FRA",27.98,"7-5 6-3 6-2",127
"2014-560","US Open","FRA",28.19,"7-6(4) 6-3 6-3",138
"2014-560","US Open","FRA",26.15,"6-3 6-4 6-1",117
"2014-560","US Open","ESP",26.36,"6-3 6-2 6-1",97
"2014-560","US Open","ESP",28.37,"7-6(6) 6-7(3) 7-6(5) 3-6 6-4",231
"2014-560","US Open","SUI",33.05,"6-4 6-4 6-4",108
"2014-560","US Open","SRB",27.26,"6-3 6-2 6-2",85
"2014-560","US Open","GER",30.86,"7-6(4) 4-6 7-6(2) 7-6(4)",189
"2014-560","US Open","FRA",29.36,"6-4 6-4 6-4",114
"2014-560","US Open","GBR",27.28,"6-1 7-5 4-6 6-2",155
"2014-560","US Open","SUI",29.41," W/O",NA
"2014-560","US Open","ESP",32.32,"3-6 6-3 7-6(4) 6-3",148
"2014-560","US Open","JPN",24.65,"6-4 6-2 6-3",112
"2014-560","US Open","CAN",23.66,"7-6(5) 7-6(5) 7-6(3)",163
"2014-560","US Open","CZE",28.94,"6-3 6-2 6-4",108
"2014-560","US Open","AUT",20.97,"6-4 6-2 6-3",109
"2014-560","US Open","CRO",25.91,"6-3 3-6 6-3 6-4",180
"2014-560","US Open","FRA",29.66,"6-3 3-6 6-1 6-3",168
"2014-560","US Open","BUL",23.28,"0-6 6-3 6-4 6-1",141
"2014-560","US Open","FRA",27.98,"6-4 6-2 6-2",115
"2014-560","US Open","ESP",26.36,"7-5 6-2 6-3",127
"2014-560","US Open","SUI",33.05,"4-6 6-1 6-1 6-1",118
"2014-560","US Open","SRB",27.26,"6-1 7-5 6-4",123
"2014-560","US Open","GBR",27.28,"7-5 7-5 6-4",155
"2014-560","US Open","SUI",29.41,"7-5 4-6 7-6(7) 6-2",181
"2014-560","US Open","JPN",24.65,"4-6 7-6(4) 6-7(6) 7-5 6-4",259
"2014-560","US Open","CZE",28.94,"6-1 6-2 6-4",98
"2014-560","US Open","CRO",25.91,"5-7 7-6(3) 6-4 3-6 6-3",253
"2014-560","US Open","FRA",27.98,"7-5 7-6(6) 7-5",144
"2014-560","US Open","SUI",33.05,"6-4 6-3 6-2",116
"2014-560","US Open","SRB",27.26,"7-6(1) 6-7(1) 6-2 6-4",212
"2014-560","US Open","JPN",24.65,"3-6 7-5 7-6(7) 6-7(5) 6-4",255
"2014-560","US Open","CRO",25.91,"6-2 6-4 7-6(4)",132
"2014-560","US Open","SUI",33.05,"4-6 3-6 6-4 7-5 6-2",200
"2014-560","US Open","JPN",24.65,"6-4 1-6 7-6(4) 6-3",172
"2014-560","US Open","CRO",25.91,"6-3 6-4 6-4",105
"2014-560","US Open","CRO",25.91,"6-3 6-3 6-3",114
"2015-580","Australian Open","BIH",22.67,"5-7 7-5 6-4",116
"2015-580","Australian Open","GER",27.17,"6-4 7-5",93
"2015-580","Australian Open","ITA",22.3,"6-3 6-2",65
"2015-580","Australian Open","USA",24.15,"4-6 6-3 6-4",109
"2015-580","Australian Open","AUT",33.66,"6-3 6-4",67
"2015-580","Australian Open","ESP",32.97,"7-6(5) 7-5",101
"2015-580","Australian Open","FRA",24.09,"7-5 6-4",80
"2015-580","Australian Open","BEL",30.85,"6-0 7-5",86
"2015-580","Australian Open","KOR",18.67,"6-4 6-2",60
"2015-580","Australian Open","GER",24.98,"7-5 4-6 6-4",114
"2015-580","Australian Open","CZE",33.04,"7-6(1) 6-7(2) 6-0",138
"2015-580","Australian Open","SWE",18.78,"6-0 6-4",70
"2015-580","Australian Open","USA",27.06,"7-6(3) 7-5",106
"2015-580","Australian Open","AUS",17.72,"7-6(7) 6-1",88
"2015-580","Australian Open","BEL",27.81,"6-2 6-3",54
"2015-580","Australian Open","ITA",29.63,"7-6(5) 6-2",98
"2015-580","Australian Open","GER",28.95,"6-3 6-4",69
"2015-580","Australian Open","AUS",20.87,"6-3 7-6(7)",96
"2015-580","Australian Open","MDA",25.19,"6-3 6-2",69
"2015-580","Australian Open","GER",27.8,"4-6 7-6(7) 6-3",124
"2015-580","Australian Open","CZE",35.54,"7-6(3) 6-1",86
"2015-580","Australian Open","CZE",20.28,"6-1 7-6(4)",68
"2015-580","Australian Open","AUT",24.52,"4-6 7-5 7-5",141
"2015-580","Australian Open","USA",27.95,"3-6 6-3 6-3",96
"2015-580","Australian Open","SLO",25.51,"5-7 6-4 6-2",124
"2015-580","Australian Open","BIH",24.87,"7-5 6-2",71
"2015-580","Australian Open","POL",30.92,"4-6 6-3 9-7",136
"2015-580","Australian Open","USA",24.42,"6-3 6-4",69
"2015-580","Australian Open","TPE",29.94,"6-3 3-6 7-5",119
"2015-580","Australian Open","RUS",29.9,"6-4 4-6 8-6",137
"2015-580","Australian Open","USA",29.16,"6-3 7-6(4)",90
"2015-580","Australian Open","FRA",28.97,"6-1 6-0",46
"2015-580","Australian Open","GBR",21.04,"6-4 6-3",88
"2015-580","Australian Open","USA",18.28,"6-3 6-2",88
"2015-580","Australian Open","USA",36.72,"6-2 6-2",79
"2015-580","Australian Open","NED",26.33,"2-6 6-4 6-2",111
"2015-580","Australian Open","GER",34.55,"6-3 6-4",83
"2015-580","Australian Open","BEL",27.01,"6-4 6-2",68
"2015-580","Australian Open","FRA",19.89,"7-5 2-6 7-5",131
"2015-580","Australian Open","JPN",24.26,"4-6 6-1 6-3",112
"2015-580","Australian Open","ROU",24.26,"6-4 7-5",96
"2015-580","Australian Open","GER",30.82,"6-4 6-3",75
"2015-580","Australian Open","AUS",17.67,"7-5 6-4",94
"2015-580","Australian Open","AUS",25.13,"7-6(8) 6-4",103
"2015-580","Australian Open","IRL",27.61,"1-6 6-3 6-2",99
"2015-580","Australian Open","AUS",24.74,"6-4 6-4",93
"2015-580","Australian Open","GBR",20.03,"6-4 6-2",87
"2015-580","Australian Open","USA",24.59,"6-4 3-6 6-4",153
"2015-580","Australian Open","RUS",29.23,"7-5 6-2",81
"2015-580","Australian Open","AUS",18.75,"6-4 7-5",114
"2015-580","Australian Open","SVK",22.21,"6-3 6-4",84
"2015-580","Australian Open","JPN",26.34,"3-6 6-4 6-1",112
"2015-580","Australian Open","KAZ",27.93,"6-0 6-2",57
"2015-580","Australian Open","POL",32.68,"6-3 1-6 6-3",129
"2015-580","Australian Open","HUN",22.95,"6-4 6-3",78
"2015-580","Australian Open","UKR",27.36,"7-6(4) 6-4",92
"2015-580","Australian Open","IND",22.54,"4-6 6-1 8-6",129
"2015-580","Australian Open","JPN",19.31,"6-2 6-1",48
"2015-580","Australian Open","USA",23.63,"7-6(5) 7-5",116
"2015-580","Australian Open","CRO",21.31,"3-6 7-6(4) 8-6",125
"2015-580","Australian Open","ESP",29.23,"6-7(5) 7-6(4) 6-3",145
"2015-580","Australian Open","ITA",27.06,"6-2 7-6(0)",94
"2015-580","Australian Open","FRA",20.25,"6-3 7-6(5)",84
"2015-580","Australian Open","GER",26.94,"1-6 7-6(5) 6-3",127
"2015-580","Australian Open","GER",27.17,"6-2 4-6 8-6",123
"2015-580","Australian Open","USA",24.15,"6-4 7-6(3)",92
"2015-580","Australian Open","AUT",33.66,"2-6 7-6(2) 7-5",140
"2015-580","Australian Open","BEL",30.85,"6-1 6-3",65
"2015-580","Australian Open","KOR",18.67,"6-1 6-0",48
"2015-580","Australian Open","SWE",18.78,"6-3 6-4",84
"2015-580","Australian Open","USA",27.06,"6-2 6-3",61
"2015-580","Australian Open","BEL",27.81,"6-4 7-6(3)",87
"2015-580","Australian Open","GER",28.95,"7-6(8) 6-7(1) 6-2",149
"2015-580","Australian Open","GER",27.8,"6-1 6-7(9) 6-2",121
"2015-580","Australian Open","CZE",35.54,"6-7(3) 6-3 14-12",185
"2015-580","Australian Open","USA",27.95,"7-6(0) 6-4",94
"2015-580","Australian Open","SLO",25.51,"6-0 7-6(2)",71
"2015-580","Australian Open","POL",30.92,"6-4 6-4",62
"2015-580","Australian Open","TPE",29.94,"4-6 7-6(5) 6-2",134
"2015-580","Australian Open","FRA",28.97,"7-6(5) 6-2",84
"2015-580","Australian Open","GBR",21.04,"7-6(4) 6-7(5) 6-4",184
"2015-580","Australian Open","USA",36.72,"4-6 6-3 7-5",123
"2015-580","Australian Open","BEL",27.01,"3-6 7-5 6-3",111
"2015-580","Australian Open","JPN",24.26,"3-6 6-1 6-2",94
"2015-580","Australian Open","ROU",24.26,"6-3 3-6 8-6",107
"2015-580","Australian Open","AUS",17.67,"6-7(5) 6-3 12-10",186
"2015-580","Australian Open","AUS",24.74,"6-3 6-4",75
"2015-580","Australian Open","GBR",20.03,"4-6 7-6(4) 6-2",133
"2015-580","Australian Open","RUS",29.23,"6-2 6-4",74
"2015-580","Australian Open","JPN",26.34,"6-2 6-1",63
"2015-580","Australian Open","POL",32.68,"6-4 6-3",68
"2015-580","Australian Open","UKR",27.36,"3-6 6-4 9-7",159
"2015-580","Australian Open","IND",22.54,"7-6(8) 6-3",100
"2015-580","Australian Open","USA",23.63,"4-6 6-1 6-4",90
"2015-580","Australian Open","ITA",27.06,"6-4 7-6(7)",111
"2015-580","Australian Open","FRA",20.25,"3-6 7-6(3) 6-1",139
"2015-580","Australian Open","GER",27.17,"6-4 7-5",93
"2015-580","Australian Open","AUT",33.66,"7-6(6) 1-6 6-4",132
"2015-580","Australian Open","SWE",18.78,"7-5 6-3",96
"2015-580","Australian Open","USA",27.06,"5-7 7-6(1) 6-2",132
"2015-580","Australian Open","GER",27.8,"6-1 7-6(4)",87
"2015-580","Australian Open","CZE",35.54,"6-3 6-2",68
